timestamp,model,task_id,task_category,trial,terse_prompt,correct,wall_sec,load_sec,ttft_sec,prompt_tokens,eval_tokens,prompt_tps,decode_tps,mem_peak_gb,mem_baseline_gb,prompt_chars,response_chars,expected,error
2026-04-27T10:51:42.874230+00:00,gemma4:e4b,fin_pe,finance,0,True,True,3.3108319169841707,0.232927959,0.139597125,48,108,343.8466229157657,37.433014387610264,13.974456787109375,13.783096313476562,105,2,"('num', 15.0, 0.02)",
2026-04-27T10:51:46.143929+00:00,gemma4:e4b,fin_pe,finance,1,True,True,3.1892742500058375,0.208802709,0.032031542,48,108,1498.5229246846748,37.255493040014166,13.963348388671875,13.786911010742188,105,2,"('num', 15.0, 0.02)",
2026-04-27T10:51:49.417945+00:00,gemma4:e4b,fin_pe,finance,2,True,True,3.171830749954097,0.1964145,0.033433416,48,108,1435.6893713762304,37.332335103564105,13.940536499023438,13.854476928710938,105,2,"('num', 15.0, 0.02)",
2026-04-27T10:51:56.776216+00:00,gemma4:e4b,fin_pv,finance,0,True,False,7.261402041011024,0.1979005,0.133671125,60,254,448.8628340638264,37.20200477051589,14.040176391601562,13.799163818359375,159,8,"('num', 68058, 0.01)",
2026-04-27T10:52:04.118477+00:00,gemma4:e4b,fin_pv,finance,1,True,False,7.193074207985774,0.203009458,0.031730958,60,254,1890.8978417859305,37.05106243092248,14.022079467773438,13.779144287109375,159,8,"('num', 68058, 0.01)",
2026-04-27T10:52:11.475135+00:00,gemma4:e4b,fin_pv,finance,2,True,False,7.191251959011424,0.206797375,0.03283825,60,254,1827.1375606190952,37.10183941921914,13.8734130859375,13.763961791992188,159,8,"('num', 68058, 0.01)",
2026-04-27T10:52:19.628554+00:00,gemma4:e4b,fin_zerocoupon,finance,0,True,True,8.103170834016055,0.206061334,0.133067834,59,284,443.38288395075256,37.128995997032604,13.869476318359375,13.754196166992188,159,8,"('num', 863.84, 0.01)",
2026-04-27T10:52:27.774147+00:00,gemma4:e4b,fin_zerocoupon,finance,1,True,True,7.967327416990884,0.170781417,0.030422958,59,284,1939.3249006227468,37.11625978157908,13.980926513671875,13.748077392578125,159,8,"('num', 863.84, 0.01)",
2026-04-27T10:52:35.919488+00:00,gemma4:e4b,fin_zerocoupon,finance,2,True,True,8.046326374984346,0.210873291,0.033443125,59,284,1764.189201816517,36.97041313188533,14.046218872070312,13.788375854492188,159,8,"('num', 863.84, 0.01)",
2026-04-27T10:52:46.930925+00:00,gemma4:e4b,fin_cagr,finance,0,True,False,10.962574000004679,0.207943541,0.1379705,65,388,471.1152021627812,37.11067209566481,14.035202026367188,13.7440185546875,144,4,"('num', 13.95, 0.02)",
2026-04-27T10:52:57.935638+00:00,gemma4:e4b,fin_cagr,finance,1,True,False,10.807804625015706,0.174637375,0.030785875,65,388,2111.3578873428155,37.16516728248549,13.963623046875,13.749221801757812,144,4,"('num', 13.95, 0.02)",
2026-04-27T10:53:08.979819+00:00,gemma4:e4b,fin_cagr,finance,2,True,False,10.858539124950767,0.210532667,0.028891167,65,388,2249.82258418291,37.114809952154005,14.024948120117188,13.74261474609375,144,4,"('num', 13.95, 0.02)",
2026-04-27T10:53:15.498450+00:00,gemma4:e4b,fin_sharpe,finance,0,True,True,6.209127417008858,0.207038125,0.135262375,57,215,421.40321726570306,37.23580361048192,13.879318237304688,13.757720947265625,150,6,"('num', 0.533, 0.02)",
2026-04-27T10:53:21.616226+00:00,gemma4:e4b,fin_sharpe,finance,1,True,True,6.094608707993757,0.204806375,0.031638083,57,215,1801.6262236874468,37.30062239603401,13.898681640625,13.806320190429688,150,6,"('num', 0.533, 0.02)",
2026-04-27T10:53:27.748941+00:00,gemma4:e4b,fin_sharpe,finance,2,True,True,6.0472053330158815,0.161396334,0.033573583,57,215,1697.7633873632137,37.31943553943406,13.910446166992188,13.78533935546875,150,6,"('num', 0.533, 0.02)",
2026-04-27T10:54:04.471822+00:00,gemma4:e4b,reason_trains,reasoning,0,True,True,36.47221570799593,0.197424042,0.192937042,78,1310,404.27695579576675,36.85090209182794,13.905059814453125,13.776458740234375,202,1178,"('substr', ['17:24', '5:24'])",
2026-04-27T10:54:41.187680+00:00,gemma4:e4b,reason_trains,reasoning,1,True,True,36.55244937504176,0.208883042,0.032761708,78,1317,2380.8282522999107,36.81538572360019,13.947280883789062,13.765167236328125,202,1138,"('substr', ['17:24', '5:24'])",
2026-04-27T10:55:17.896624+00:00,gemma4:e4b,reason_trains,reasoning,2,True,True,36.59737937501632,0.212576208,0.031043542,78,1317,2512.599883093237,36.778095595149416,13.985443115234375,13.800811767578125,202,1138,"('substr', ['17:24', '5:24'])",
2026-04-27T10:55:23.210631+00:00,gemma4:e4b,reason_ages,reasoning,0,True,True,4.9591031249728985,0.205667375,0.130035958,50,170,384.5090294178476,37.37563880306484,14.007644653320312,13.860153198242188,120,2,"('num', 26, 0.001)",
2026-04-27T10:55:28.125493+00:00,gemma4:e4b,reason_ages,reasoning,1,True,True,4.860558999993373,0.202599959,0.028875666,50,170,1731.5617932414095,37.35558871607748,14.002365112304688,13.851654052734375,120,2,"('num', 26, 0.001)",
2026-04-27T10:55:33.040153+00:00,gemma4:e4b,reason_ages,reasoning,2,True,True,4.8334307500044815,0.181538917,0.031304,50,170,1597.2399693329926,37.40578517424636,13.981124877929688,13.839889526367188,120,2,"('num', 26, 0.001)",
2026-04-27T10:56:03.644294+00:00,gemma4:e4b,reason_prob,reasoning,0,True,True,30.392730333958752,0.202367709,0.131567291,54,1092,410.4363599004254,36.87846055098672,14.008346557617188,13.776275634765625,150,1104,"('num', 0.3, 0.05)",
2026-04-27T10:56:34.246755+00:00,gemma4:e4b,reason_prob,reasoning,1,True,True,30.31280129199149,0.211284292,0.028995375,54,1092,1862.3659807814176,36.86181512397927,14.032989501953125,13.767837524414062,150,1104,"('num', 0.3, 0.05)",
2026-04-27T10:57:04.859786+00:00,gemma4:e4b,reason_prob,reasoning,2,True,True,30.29011654102942,0.20656475,0.030999667,54,1092,1741.9541958305551,36.886112795062,14.041030883789062,13.786285400390625,150,1104,"('num', 0.3, 0.05)",
2026-04-27T10:57:10.999953+00:00,gemma4:e4b,reason_discount,reasoning,0,True,True,5.837428292026743,0.207652167,0.137210417,64,199,466.4368886802523,36.810775756973435,14.07672119140625,13.848602294921875,158,2,"('num', 54.0, 0.01)",
2026-04-27T10:57:16.714754+00:00,gemma4:e4b,reason_discount,reasoning,1,True,True,5.683260124991648,0.208809459,0.030034167,64,199,2130.9064439842796,37.14759603314904,13.990509033203125,13.846298217773438,158,2,"('num', 54.0, 0.01)",
2026-04-27T10:57:22.426437+00:00,gemma4:e4b,reason_discount,reasoning,2,True,True,5.621144707954954,0.171858834,0.031979291,64,199,2001.2951506648474,37.33851619457288,13.959671020507812,13.846405029296875,158,2,"('num', 54.0, 0.01)",
2026-04-27T10:57:39.967013+00:00,gemma4:e4b,reason_syllogism,reasoning,0,True,True,17.502756499976385,0.198504666,0.190659083,80,619,419.5971088353551,36.7241584965837,13.951156616210938,13.836746215820312,204,1,"('mcq', 'D')",
2026-04-27T10:57:57.538767+00:00,gemma4:e4b,reason_syllogism,reasoning,1,True,True,17.16307616699487,0.169750333,0.03386525,80,619,2362.3035412406525,37.05678787926597,13.9588623046875,13.808364868164062,204,1,"('mcq', 'D')",
2026-04-27T10:58:15.078419+00:00,gemma4:e4b,reason_syllogism,reasoning,2,True,True,17.224589208024554,0.207037583,0.030817958,80,619,2595.889059229687,37.000527896872526,13.959213256835938,13.807693481445312,204,1,"('mcq', 'D')",
2026-04-27T10:58:24.877100+00:00,gemma4:e4b,code_fizzbuzz,code,0,False,False,9.641311999992467,0.202375708,0.139053667,72,340,517.785697805438,37.13759311435539,14.06671142578125,13.78448486328125,208,482,"('code', None, 0)",
2026-04-27T10:58:34.677457+00:00,gemma4:e4b,code_fizzbuzz,code,1,False,False,9.536244291986804,0.204296208,0.033445083,72,340,2152.7828171333886,37.145724532771,13.99908447265625,13.7816162109375,208,482,"('code', None, 0)",
2026-04-27T10:58:44.481720+00:00,gemma4:e4b,code_fizzbuzz,code,2,False,False,9.533636459033005,0.210089958,0.029691167,72,340,2424.9636263876055,37.16427324207117,13.960342407226562,13.808731079101562,208,482,"('code', None, 0)",
2026-04-27T10:59:02.859238+00:00,gemma4:e4b,code_reverse_words,code,0,False,True,17.986499124963302,0.205218708,0.132920083,62,643,466.44569128052683,36.99230570914571,13.93505859375,13.810012817382812,193,561,"('code', None, 0)",
2026-04-27T10:59:20.840385+00:00,gemma4:e4b,code_reverse_words,code,1,False,True,17.89066037500743,0.21261925,0.032854,62,643,1887.1370304985694,37.00198707794785,14.02764892578125,13.7520751953125,193,561,"('code', None, 0)",
